TimeUTC,timestampInMs,requestPath,requestMethod,requestQueryString,responseStatusCode,requestId,requestUserAgent,level,environment,branch,vercelCache,type,function,host,deploymentDomain,deploymentId,durationMs,region,maxMemoryUsed,memorySize,message,projectId,traceId,sessionId,invocationId,instanceId,concurrency
2026-02-18 05:38:52,1771393132245,vegassweeps777.vercel.app/api/get-offers,GET,s1=Vegas%20Sweeps%20APK%20Download%20%26%20Sign%20Up%202026&s2=,200,sjrnc-1771393131810-c5260b11f760,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",info,production,master,MISS,function,/api/get-offers,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,,,,,[Get-Offers] Proxying for IP: 119.13.156.7,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:52,1771393132328,vegassweeps777.vercel.app/api/get-offers,GET,s1=Vegas%20Sweeps%20APK%20Download%20%26%20Sign%20Up%202026&s2=,200,sjrnc-1771393131810-c5260b11f760,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",error,production,master,MISS,function,/api/get-offers,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:51,1771393131810,vegassweeps777.vercel.app/api/get-offers,GET,s1=Vegas%20Sweeps%20APK%20Download%20%26%20Sign%20Up%202026&s2=,200,sjrnc-1771393131810-c5260b11f760,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/get-offers,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,241,iad1,241,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQM49NNCSRPEWW345D0QH0D,cMt3LIu4E1Db,1
2026-02-18 05:38:52,1771393132577,vegassweeps777.vercel.app/api/get-offers,GET,s1=Vegas%20Sweeps%20APK%20Download%20%26%20Sign%20Up%202026&s2=,200,cpsss-1771393131810-575552634e43,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",info,production,master,MISS,function,/api/get-offers,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,,,,,[Get-Offers] Proxying for IP: 119.13.156.7,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:52,1771393132649,vegassweeps777.vercel.app/api/get-offers,GET,s1=Vegas%20Sweeps%20APK%20Download%20%26%20Sign%20Up%202026&s2=,200,cpsss-1771393131810-575552634e43,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",error,production,master,MISS,function,/api/get-offers,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:51,1771393131810,vegassweeps777.vercel.app/api/get-offers,GET,s1=Vegas%20Sweeps%20APK%20Download%20%26%20Sign%20Up%202026&s2=,200,cpsss-1771393131810-575552634e43,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/get-offers,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,375,iad1,242,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQM49PCXGS394XDHGM2CS7R,bheJLbPmLyRh,1
2026-02-18 05:38:51,1771393131246,vegassweeps777.vercel.app/assets/js/signup.js,GET,,200,z9hrg-1771393131246-6bc7b4c5c783,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,HIT,static,/assets/js/signup.js,vegassweeps777.vercel.app,vegassweeps777-2026-hps8yio5u-chimotaka.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,268,sin1,,,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:51,1771393131235,vegassweeps777.vercel.app/assets/js/tracker.js,GET,,200,sjrnc-1771393131235-863a255cb5d3,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,HIT,static,/assets/js/tracker.js,vegassweeps777.vercel.app,vegassweeps777-2026-hps8yio5u-chimotaka.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,519,sin1,,,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:49,1771393129865,vegassweeps777.vercel.app/pages/vegas-sweeps.html,GET,,200,kfppl-1771393129865-cd7ef1574af3,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,HIT,static,/pages/vegas-sweeps.html,vegassweeps777.vercel.app,vegassweeps777-2026-hps8yio5u-chimotaka.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,795,sin1,,,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:38:47,1771393127421,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008463,200,6rhbx-1771393127421-caa0179ee967,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-hps8yio5u-chimotaka.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,103,iad1,241,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQM45C1H8PSN88VQFE2SKP1,r4i4yuIRxHzf,1
2026-02-18 05:37:48,1771393068080,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008462,200,5szjz-1771393067318-4734e6c710b9,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",error,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:37:47,1771393067318,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008462,200,5szjz-1771393067318-4734e6c710b9,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_9FXtFBRs4T3Pg72cmjpdRRHQKJm3,206,iad1,238,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQM2AXZ6NHZ7PQDZQH6JDYM,r4i4yuIRxHzf,1
2026-02-18 05:36:47,1771393007408,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008461,200,p568m-1771393007408-1e906e28d225,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-6ua0ccr32-chimotaka.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,186,iad1,254,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQM0G54YG6NP6DVGBE18PY9,0fc94O9hLdkf,1
2026-02-18 05:35:47,1771392947388,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008460,200,s2l5c-1771392947388-5d14dfdb245b,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-6ua0ccr32-chimotaka.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,94,iad1,253,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKYNA0FXQVCPKBC6A00QX3,0fc94O9hLdkf,1
2026-02-18 05:34:47,1771392887467,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008459,200,hv9vg-1771392887467-f49b9237eac2,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-6ua0ccr32-chimotaka.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,179,iad1,252,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKWTS0MYBSGW6BP3QFM63J,0fc94O9hLdkf,1
2026-02-18 05:33:48,1771392828084,vegassweeps777.vercel.app/api/postback,GET,secret=s8d7f6g5h4j3k2l1,,rfc82-1771392827998-51189c56649d,,error,production,master,,function,,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:33:47,1771392827998,vegassweeps777.vercel.app/api/postback,GET,secret=s8d7f6g5h4j3k2l1,,rfc82-1771392827998-51189c56649d,,,production,master,,function,/api/postback,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,32,iad1,246,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKV0MQ3QWAEHDQA71AK52Z,MT0bpkmdonf8,1
2026-02-18 05:33:47,1771392827416,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008458,200,nt28h-1771392827416-da54579a8e5d,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-6ua0ccr32-chimotaka.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,177,iad1,252,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKV0C5WGF37P9G87ENSW9Q,0fc94O9hLdkf,1
2026-02-18 05:32:47,1771392767454,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008457,200,wdh7g-1771392767454-68249e8f8fd2,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-6ua0ccr32-chimotaka.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,106,iad1,239,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKS5TJPZH9K92Z10NV9B5X,0fc94O9hLdkf,1
2026-02-18 05:31:50,1771392710081,vegassweeps777.vercel.app/api/postback,GET,secret=s8d7f6g5h4j3k2l1,,zzgwc-1771392709865-61233f8835f0,,error,production,master,,function,,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:31:49,1771392709865,vegassweeps777.vercel.app/api/postback,GET,secret=s8d7f6g5h4j3k2l1,,zzgwc-1771392709865-61233f8835f0,,,production,master,,function,/api/postback,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,86,iad1,253,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKQDC7QXM2D326J2W18QGV,pne5xk9XJd2x,1
2026-02-18 05:31:48,1771392708179,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008456,,hqx6k-1771392707452-31db8e58fb2e,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",error,production,master,,function,,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,,,,,"(node:4) [DEP0169] DeprecationWarning: `url.parse()` behavior is not standardized and prone to errors that have security implications. Use the WHATWG URL API instead. CVEs are not issued for `url.parse()` vulnerabilities.
(Use `node --trace-deprecation ...` to show where the warning was created)",prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:31:47,1771392707452,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008456,,hqx6k-1771392707452-31db8e58fb2e,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777.vercel.app,dpl_96m4cPRScGto29J32gsPKwD6zVTx,283,iad1,237,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKQBF8DBQAV80C6B0BF59N,0fc94O9hLdkf,1
2026-02-18 05:30:47,1771392647358,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008455,200,8j7hh-1771392647358-6cd0973439b4,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-3gmlbtbxr-chimotaka.vercel.app,dpl_7BhPYspAPiCxkZZguh8UPcXTJf2h,168,iad1,262,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKNGA3N9RJZR97M9W4Q2QN,hOFVQbpqAZ2Z,1
2026-02-18 05:29:48,1771392588747,vegassweeps777-2026-3gmlbtbxr-chimotaka.vercel.app/favicon/vegassweeps_logo.png,GET,,401,9qrrn-1771392588747-7f524dbcb1f3,vercel-favicon/1.0,,production,master,,static,/favicon/vegassweeps_logo.png,vegassweeps777-2026-3gmlbtbxr-chimotaka.vercel.app,vegassweeps777-2026-3gmlbtbxr-chimotaka.vercel.app,dpl_7BhPYspAPiCxkZZguh8UPcXTJf2h,1,sfo1,,,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,,,
2026-02-18 05:29:47,1771392587573,vegassweeps777.vercel.app/api/check-lead,GET,callback=jQuery360006409974270267649_1771392008424&_=1771392008454,200,npb4h-1771392587573-40bda5a16b52,"Mozilla/5.0 (Linux; Android 13; Pixel 7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/144.0.0.0 Mobile Safari/537.36",,production,master,MISS,function,/api/check-lead,vegassweeps777.vercel.app,vegassweeps777-2026-3gmlbtbxr-chimotaka.vercel.app,dpl_7BhPYspAPiCxkZZguh8UPcXTJf2h,97,iad1,262,2048,,prj_iW03tuKcotp2GxzBQbJrtnsIq8rF,,,01KHQKKNXC1J14MCNQCVVZV00P,hOFVQbpqAZ2Z,1
